T,logcpi,logip,ff,gs1,gs2,cm5yr,cm10yr,cm5f5,ebp,mortg_spread_m,cp3m_spread_m,ff_exp1yr
1995.8333333333333,503.5003,428.4396,5.8,5.43,5.48,5.6942857,5.9304762,6.166667,-0.095936,1.45,0.2649998,5.372
1995.9166666666667,503.6303,428.8258,5.6,5.31,5.32,5.5135,5.7115,5.9095,-0.087709,1.49,0.3850002,5.17449
1996.0,504.1488,428.1644,5.56,5.09,5.11,5.362381,5.652381,5.942381,-0.116741,1.38,0.2850003,5.068458
1996.0833333333335,504.3425,429.747,5.22,4.94,5.03,5.3795,5.8055,6.2315,-0.330019,1.27,0.2050003,4.919714
1996.1666666666667,504.6646,429.5916,5.31,5.34,5.66,5.9661905,6.2685714,6.570952,-0.340443,1.35,0.2350001,5.028598
1996.25,505.0497,430.4256,5.22,5.54,5.96,6.3009091,6.5113636,6.721818,-0.294273,1.42,0.3250002,5.164944
1996.3333333333335,505.2417,431.1198,5.24,5.64,6.1,6.4831818,6.7368182,6.990455,-0.327362,1.33,0.2550001,5.220153
1996.4166666666667,505.4333,432.0053,5.27,5.81,6.3,6.6895,6.912,7.1345,-0.303977,1.41,0.2849998,5.412755
1996.5,505.6246,431.873,5.4,5.85,6.27,6.6359091,6.8654545,7.095,-0.373247,1.38,0.2650003,5.521122
1996.5833333333335,505.7519,432.5219,5.22,5.67,6.03,6.3890909,6.6354545,6.881818,-0.436534,1.36,0.2550001,5.441871
1996.6666666666667,506.0695,433.0516,5.3,5.83,6.23,6.597,6.832,7.067,-0.424425,1.4,0.315,5.474713
1996.75,506.386,433.0558,5.24,5.55,5.91,6.2704545,6.5336364,6.796818,-0.381406,1.39,0.3250002,5.39557
1996.8333333333335,506.7016,433.8742,5.31,5.42,5.7,5.9731579,6.2036842,6.434211,-0.349662,1.42,0.2649998,5.286143
1996.9166666666667,506.9533,434.5137,5.29,5.47,5.78,6.0680952,6.302381,6.536667,-0.442943,1.3,0.4850006,5.290816
1997.0,507.1417,434.627,5.25,5.61,6.01,6.3333333,6.5790476,6.824762,-0.350262,1.24,0.3049998,5.333718
1997.0833333333335,507.3297,435.8319,5.19,5.53,5.9,6.1989474,6.4194737,6.64,-0.485871,1.23,0.2849999,5.338194
1997.1666666666667,507.3923,436.5974,5.39,5.8,6.22,6.537,6.6945,6.852,-0.512084,1.21,0.2950002,5.665662
1997.25,507.4549,436.6422,5.51,5.99,6.45,6.7590909,6.8854545,7.011818,-0.438469,1.25,0.4400002,5.790185
1997.3333333333335,507.4549,437.3299,5.5,5.87,6.28,6.567619,6.7109524,6.854286,-0.436481,1.23,0.5399999,5.719468
1997.4166666666667,507.6423,437.7813,5.56,5.69,6.09,6.3752381,6.4938095,6.612381,-0.50729,1.2,0.6250003,5.678192
1997.5,507.7671,438.3895,5.52,5.54,5.89,6.1209091,6.2204545,6.32,-0.525862,1.28,0.44,5.648085
1997.5833333333335,508.0161,439.7059,5.54,5.56,5.94,6.16,6.2985714,6.437143,-0.501028,1.18,0.3400002,5.654965
1997.6666666666667,508.2646,440.5731,5.54,5.52,5.88,6.1061905,6.2085714,6.310952,-0.599141,1.22,0.5300003,5.664583
1997.75,508.4505,441.2547,5.5,5.46,5.77,5.9281818,6.0295455,6.130909,-0.47386,1.26,0.5400003,5.669514
1997.8333333333335,508.5743,442.1395,5.52,5.46,5.71,5.8038889,5.875,5.946111,-0.396917,1.33,0.4600002,5.575993
1997.9166666666667,508.6361,442.4941,5.5,5.53,5.72,5.7731818,5.8086364,5.844091,-0.453156,1.29,0.5100002,5.504445
1998.0,508.7596,442.9876,5.56,5.24,5.36,5.416,5.5445,5.673,-0.374018,1.45,0.3800001,5.43301
1998.0833333333335,508.7596,443.0764,5.51,5.31,5.42,5.4926316,5.5747368,5.656842,-0.353293,1.47,0.3299999,5.422957
1998.1666666666667,508.7596,443.1419,5.49,5.39,5.56,5.6118182,5.6472727,5.682727,-0.402522,1.48,0.4299998,5.426182
1998.25,508.883,443.5221,5.45,5.38,5.56,5.6119048,5.637619,5.663333,-0.476149,1.5,0.5100002,5.425
1998.3333333333335,509.1293,444.1902,5.49,5.44,5.59,5.628,5.6525,5.677,-0.435831,1.49,0.48,5.465996
1998.4166666666667,509.2523,443.6049,5.56,5.41,5.52,5.5240909,5.4963636,5.468637,-0.421874,1.5,0.5,5.44948
1998.5,509.4977,443.179,5.54,5.36,5.46,5.4613636,5.4613636,5.461364,-0.385605,1.49,0.52,4.035514
1998.5833333333335,509.6201,445.2782,5.55,5.21,5.27,5.2747619,5.3419048,5.409048,-0.040715,1.58,0.58,5.388595
1998.6666666666667,509.6813,444.9563,5.51,4.71,4.67,4.6238095,4.8066667,4.989524,-0.103384,1.91,0.6999999,5.111667
1998.75,509.9257,445.7471,5.07,4.12,4.09,4.1842857,4.53,4.875714,0.000441,2.18,1.08,4.542543
1998.8333333333335,510.0476,445.6595,4.83,4.53,4.54,4.5373684,4.8273684,5.117368,0.02907,2.04,0.6500002,4.514548
1998.9166666666667,510.2303,446.0135,4.68,4.52,4.51,4.45,4.645,4.84,-0.106692,2.07,0.6100002,4.507979
1999.0,510.4126,446.4603,4.63,4.51,4.62,4.6005263,4.7221053,4.843684,-0.124938,2.07,0.4299999,4.570561
1999.0833333333335,510.4126,446.893,4.76,4.7,4.88,4.9147368,4.9989474,5.083158,-0.352341,1.81,0.35,4.703714
1999.1666666666667,510.4733,447.1072,4.81,4.78,5.05,5.1404348,5.2326087,5.324782,-0.275318,1.81,0.37,4.725
1999.25,511.1385,447.338,4.74,4.69,4.98,5.0795455,5.1845455,5.289546,-0.279516,1.74,0.5000001,4.737639
1999.3333333333335,511.1988,448.078,4.74,4.85,5.25,5.437,5.5395,5.642,-0.279658,1.61,0.3100001,4.832979
1999.4166666666667,511.1988,447.8864,4.76,5.1,5.62,5.8090909,5.8995455,5.99,-0.213867,1.65,0.4099998,5.096465
1999.5,511.6196,448.5621,4.99,5.03,5.55,5.6785714,5.7919048,5.905238,-0.148228,1.84,0.5599999,5.138958
1999.5833333333335,511.8593,448.9807,5.07,5.2,5.68,5.8413636,5.9390909,6.036818,-0.147479,2.0,0.5300003,5.229025
1999.6666666666667,512.2773,448.7011,5.22,5.25,5.66,5.8019048,5.9152381,6.028572,-0.004159,1.9,0.6400002,5.326365
1999.75,512.4559,449.9721,5.2,5.43,5.86,6.0335,6.112,6.1905,-0.040454,1.74,1.02,5.465379
1999.8333333333335,512.6342,450.4709,5.42,5.55,5.86,5.969,6.034,6.099,-0.078502,1.71,0.7399999,5.585486
1999.9166666666667,512.8715,451.2643,5.3,5.84,6.1,6.1863636,6.2754545,6.364545,-0.312901,1.63,0.6700003,5.784575
2000.0,513.1672,451.3419,5.45,6.12,6.44,6.5795,6.661,6.7425,-0.12087,1.55,0.4199999,6.001281
2000.0833333333335,513.5798,451.7194,5.73,6.22,6.61,6.678,6.5195,6.361,-0.10413,1.81,0.3199999,6.182503
2000.1666666666667,514.1664,452.1182,5.85,6.22,6.53,6.503913,6.2565217,6.00913,0.153359,1.98,0.31,6.366689
2000.25,514.1078,452.7427,6.02,6.15,6.4,6.2626316,5.9905263,5.718421,0.329846,2.16,0.4500002,6.482311
2000.3333333333335,514.2833,452.8928,6.27,6.33,6.81,6.6877273,6.4404545,6.193182,0.498835,2.08,0.7500001,6.803242
2000.4166666666667,514.8657,452.9504,6.53,6.17,6.48,6.3009091,6.0972727,5.893636,0.54953,2.19,0.88,6.777113
2000.5,515.1556,452.7191,6.54,6.08,6.34,6.179,6.054,5.929,0.607972,2.099999,0.56,6.708723
2000.5833333333335,515.1556,452.4523,6.5,6.18,6.23,6.0608696,5.826087,5.591304,0.76418,2.2,0.3999999,6.575548
2000.6666666666667,515.6754,452.9374,6.52,6.13,6.08,5.9345,5.799,5.6635,0.816644,2.11,0.47,6.518478
2000.75,515.848,452.4865,6.51,6.01,5.91,5.7828571,5.7385714,5.694286,1.252061,2.06,0.3999999,6.462754
2000.8333333333335,516.0204,452.4742,6.51,6.09,5.88,5.697619,5.7171429,5.736667,1.288705,2.03,0.33,6.388116
2000.9166666666667,516.2498,452.1549,6.4,5.6,5.35,5.168,5.2405,5.313,1.360387,2.14,0.5700001,5.998682
2001.0,516.8209,451.4333,5.98,4.81,4.76,4.8585714,5.1609524,5.463333,0.9097,1.87,0.34,5.321197
2001.0833333333335,517.0484,450.8291,5.49,4.68,4.66,4.8863158,5.0989474,5.311579,0.935115,1.95,0.2599999,4.930202
2001.1666666666667,517.1052,450.5573,5.31,4.3,4.34,4.6427273,4.8854545,5.128182,0.973143,2.06,0.36,4.430419
2001.25,517.2754,450.2787,4.8,3.98,4.23,4.7635,5.141,5.5185,0.772219,1.94,0.5700002,4.109996
2001.3333333333335,517.7843,449.5496,4.21,3.78,4.26,4.9277273,5.3913636,5.855,0.686657,1.76,0.3100002,3.8464
2001.4166666666667,518.0096,448.879,3.97,3.58,4.08,4.8071429,5.2842857,5.761428,0.976032,1.88,0.18,3.588315
2001.5,517.8407,448.4373,3.77,3.62,4.04,4.7619048,5.2361905,5.710476,0.563165,1.89,0.08,3.573085
2001.5833333333335,517.8407,448.1802,3.65,3.47,3.76,4.573913,4.9713043,5.368696,0.60858,1.98,0.0600002,3.473478
2001.6666666666667,518.2345,447.8535,3.07,2.82,3.12,4.1152941,4.7317647,5.348235,0.998345,2.09,0.17,2.481628
2001.75,517.9534,447.3623,2.49,2.33,2.73,3.91,4.5668182,5.223636,0.865248,2.05,0.1199999,2.346409
2001.8333333333335,517.897,446.8214,2.09,2.18,2.78,3.9725,4.6515,5.3305,-0.427836,2.01,0.1,2.143732
2001.9166666666667,517.8407,446.8461,1.82,2.22,3.11,4.3895,5.0875,5.7855,0.359763,1.98,0.09,1.97949
2002.0,518.0096,447.4606,1.73,2.16,3.03,4.34,5.0357143,5.731429,0.500767,1.96,0.0500001,2.100399
2002.0833333333335,518.1783,447.4206,1.74,2.23,3.02,4.2984211,4.9115789,5.524737,0.71221,1.98,0.06,2.190374
2002.1666666666667,518.4589,448.1587,1.73,2.57,3.56,4.738,5.284,5.83,0.266711,1.73,0.0700001,2.43877
2002.25,518.9061,448.5763,1.75,2.48,3.42,4.6468182,5.2109091,5.775,0.385478,1.78,0.09,2.532854
2002.3333333333335,519.0175,449.091,1.75,2.35,3.26,4.4945455,5.1645455,5.834546,0.414249,1.65,0.05,2.564531
2002.4166666666667,519.0732,450.0637,1.75,2.2,2.99,4.186,4.9265,5.667,0.751762,1.72,0.06,2.393929
2002.5,519.2957,449.7277,1.73,1.96,2.56,3.8072727,4.6531818,5.499091,1.168366,1.84,0.0700001,2.164948
2002.5833333333335,519.5731,449.8651,1.74,1.76,2.13,3.2945455,4.2572727,5.22,1.19177,2.03,0.08,2.04559
2002.6666666666667,519.7391,449.9171,1.75,1.72,2.0,2.938,3.87,4.802,1.305279,2.22,0.09,1.987031
2002.75,519.9601,449.5853,1.75,1.65,1.91,2.945,3.9409091,4.936818,1.110808,2.17,0.12,1.909878
2002.8333333333335,520.1255,450.1314,1.34,1.49,1.92,3.0547368,4.0484211,5.042105,0.784568,2.02,0.13,1.550944
2002.9166666666667,520.2907,449.6793,1.24,1.45,1.84,3.0333333,4.032381,5.031429,0.661981,2.02,0.12,1.528298
2003.0,520.7298,450.3762,1.24,1.36,1.74,3.052381,4.0485714,5.044762,0.589204,1.87,0.0900001,1.492563
2003.0833333333335,521.2759,450.7451,1.26,1.3,1.63,2.8978947,3.9026316,4.907368,0.394674,1.94,0.0900001,1.495378
2003.1666666666667,521.4392,450.5461,1.25,1.24,1.57,2.7838095,3.8071429,4.830476,-0.153522,1.94,0.0600001,1.40438
2003.25,521.0579,449.7249,1.26,1.27,1.62,2.9285714,3.9585714,4.988571,-0.138374,1.85,0.0700001,1.443165
2003.3333333333335,520.894,449.7112,1.26,1.18,1.42,2.5157143,3.5690476,4.622381,-0.854259,1.91,0.12,1.299447
2003.4166666666667,521.0032,449.7197,1.22,1.01,1.23,2.2657143,3.3342857,4.402857,-0.561209,1.9,0.09,1.106383
2003.5,521.3304,450.0717,1.01,1.12,1.47,2.8722727,3.9754545,5.078636,-1.32735,1.65,0.1100001,1.103864
2003.5833333333335,521.765,449.9524,1.03,1.31,1.86,3.37,4.4452381,5.520476,-0.225067,1.81,0.0900001,1.153723
2003.6666666666667,522.0896,450.5585,1.01,1.24,1.71,3.1847619,4.2742857,5.36381,-0.694795,1.88,0.1000001,1.167766
2003.75,521.9815,450.5222,1.01,1.25,1.75,3.1859091,4.2904545,5.395,-0.543412,1.66,0.13,1.218528
2003.8333333333335,522.0356,451.2759,1.0,1.34,1.93,3.2872222,4.3,5.312778,-0.540053,1.63,0.1300001,1.277872
2003.9166666666667,522.3055,451.1935,0.98,1.31,1.91,3.2686364,4.2677273,5.266818,-0.49322,1.61,0.1500001,1.323152
2004.0,522.7358,451.4847,1.0,1.24,1.76,3.1215,4.1505,5.1795,-0.711418,1.59,0.1300001,1.366438
2004.0833333333335,522.9503,452.0488,1.01,1.24,1.74,3.0678947,4.0842105,5.100526,-0.286728,1.56,0.08,1.366056
2004.1666666666667,523.1643,451.5114,1.0,1.19,1.58,2.7869565,3.8265217,4.866087,-0.533865,1.62,0.0600001,1.245267
2004.25,523.3245,451.918,1.0,1.43,2.07,3.3895238,4.347619,5.305714,-0.740573,1.48,0.11,1.509727
2004.3333333333335,523.7505,452.6421,1.0,1.78,2.53,3.8505,4.7155,5.5805,-0.323436,1.55,0.0500001,1.806241
2004.4166666666667,524.1218,451.8477,1.03,2.12,2.76,3.9290476,4.7338095,5.538571,-0.333673,1.56,0.0700001,2.039294
2004.5,524.2276,452.628,1.26,2.1,2.64,3.6885714,4.4980952,5.307619,-0.306482,1.56,0.17,2.240254
2004.5833333333335,524.2805,452.8055,1.43,2.02,2.51,3.4745455,4.2813636,5.088182,-0.461368,1.59,0.14,2.343641
2004.6666666666667,524.5971,452.8458,1.61,2.12,2.53,3.3552381,4.1257143,4.896191,-0.598777,1.62,0.1000001,2.479545
2004.75,525.1226,453.7961,1.76,2.23,2.58,3.3475,4.097,4.8465,-0.574809,1.62,0.1900001,2.556833
2004.8333333333335,525.5931,453.9955,1.93,2.5,2.85,3.525,4.194,4.863,-0.701047,1.54,0.1100001,2.77029
2004.9166666666667,525.5931,454.6688,2.16,2.67,3.01,3.5981818,4.2309091,4.863636,-0.85373,1.52,0.15,2.978138
2005.0,525.541,455.0793,2.28,2.86,3.22,3.707,4.2215,4.736,-0.806862,1.49,0.2000001,3.174432
2005.0833333333335,525.9576,455.7046,2.5,3.03,3.38,3.7663158,4.1652632,4.56421,-1.09208,1.46,0.1350001,3.289939
2005.1666666666667,526.3208,455.6424,2.63,3.3,3.73,4.1654545,4.4977273,4.83,-0.730689,1.43,0.08,3.492654
2005.25,526.631,455.7303,2.79,3.32,3.65,3.9985714,4.3409524,4.683333,-0.53511,1.52,0.1900001,3.630369
2005.3333333333335,526.5794,455.9126,3.0,3.33,3.64,3.8528571,4.1442857,4.435714,-0.386019,1.58,0.2500001,3.719716
2005.4166666666667,526.631,456.3306,3.04,3.36,3.64,3.7722727,3.9981818,4.224091,-0.564386,1.58,0.3,3.79535
2005.5,527.2487,456.1933,3.26,3.64,3.87,3.979,4.1775,4.376,-0.653742,1.52,0.25,3.947398
2005.5833333333335,527.8625,456.3185,3.5,3.87,4.04,4.1221739,4.2626087,4.403043,-0.721005,1.56,0.2,4.15165
2005.6666666666667,529.2299,454.3458,3.62,3.85,3.95,4.0061905,4.1990476,4.391905,-0.555723,1.57,0.3,4.23405
2005.75,529.3807,455.5812,3.78,4.18,4.27,4.3285,4.4635,4.5985,-0.455134,1.61,0.3,4.44551
2005.8333333333335,528.8772,456.5519,4.0,4.33,4.42,4.4525,4.535,4.6175,-0.386568,1.79,0.3499999,4.542533
2005.9166666666667,528.8772,457.1202,4.16,4.35,4.4,4.392381,4.4671429,4.541905,-0.394374,1.8,0.4466666,4.6628
2006.0,529.4811,457.2172,4.29,4.45,4.4,4.3455,4.416,4.4865,-0.457407,1.73,0.2033336,4.701985
2006.0833333333335,529.5313,457.2976,4.49,4.68,4.67,4.5721053,4.5689474,4.56579,-0.348597,1.68,0.1200002,4.822774
2006.1666666666667,529.6816,457.5475,4.59,4.77,4.73,4.716087,4.723913,4.731739,-0.515825,1.6,0.2499998,4.93175
2006.25,530.1812,457.9338,4.79,4.9,4.89,4.9021053,4.9905263,5.078948,-0.529815,1.52,0.2700002,5.027798
2006.3333333333335,530.4796,457.8226,4.94,5.0,4.97,4.9977273,5.11,5.222273,-0.400727,1.49,0.2900003,5.115274
2006.4166666666667,530.7277,458.207,4.99,5.16,5.12,5.0672727,5.1063636,5.145454,-0.449069,1.57,0.5000001,5.325671
2006.5,531.2713,458.2554,5.24,5.22,5.12,5.04,5.0875,5.135,-0.378634,1.67,0.3000003,5.351861
2006.5833333333335,531.7139,458.4621,5.25,5.08,4.9,4.8221739,4.8765217,4.93087,-0.423245,1.64,0.25,5.250617
2006.6666666666667,531.222,458.3303,5.25,4.97,4.77,4.6675,4.719,4.7705,-0.522988,1.68,0.4000001,5.14015
2006.75,530.7772,458.2364,5.25,5.01,4.8,4.6866667,4.7290476,4.771429,-0.540093,1.63,0.27,5.135449
2006.8333333333335,530.8268,458.1201,5.25,5.01,4.74,4.582381,4.5952381,4.608095,-0.52448,1.64,0.23,5.100433
2006.9166666666667,531.3699,459.139,5.24,4.94,4.67,4.533,4.5645,4.596,-0.661607,1.58,0.3400002,5.070196
2007.0,531.5356,458.6607,5.25,5.06,4.88,4.7528571,4.7595238,4.766191,-0.678331,1.46,0.19,5.094819
2007.0833333333335,531.9227,459.7701,5.26,5.05,4.85,4.7105263,4.7226316,4.734737,-0.735689,1.57,0.1499999,5.129028
2007.1666666666667,532.4414,459.8443,5.26,4.92,4.57,4.4809091,4.5645455,4.648182,-0.48584,1.6,0.26,5.09655
2007.25,532.741,460.5682,5.25,4.93,4.67,4.5933333,4.6938095,4.794286,-0.485028,1.49,0.3300002,5.097024
2007.3333333333335,533.1534,460.6279,5.25,4.91,4.77,4.6672727,4.7463636,4.825455,-0.736344,1.51,0.46,5.100235
2007.4166666666667,533.3848,460.6328,5.25,4.96,4.98,5.0261905,5.1028571,5.179524,-0.495324,1.56,0.6199999,5.194123
2007.5,533.5627,460.6604,5.26,4.96,4.82,4.8847619,5.0042857,5.123809,-0.084556,1.7,0.3999999,5.223629
2007.5833333333335,533.5936,460.7866,5.02,4.47,4.31,4.4321739,4.6747826,4.917391,0.082753,1.9,1.05,4.867065
2007.6666666666667,534.0164,461.2293,4.94,4.14,4.01,4.1989474,4.5215789,4.844211,-0.001109,1.86,1.03,4.456094
2007.75,534.3243,460.7391,4.76,4.1,3.97,4.1981818,4.5277273,4.857273,-0.081753,1.85,0.7299999,4.372336
2007.8333333333335,535.1071,461.3191,4.49,3.5,3.34,3.667,4.1485,4.63,0.214839,2.06,1.15,4.115704
2007.9166666666667,535.3965,461.3337,4.24,3.26,3.12,3.4875,4.0975,4.7075,0.385475,2.0,1.23,3.841383
2008.0,535.7407,461.0136,3.94,2.71,2.48,2.9804762,3.7442857,4.508095,0.67884,2.02,0.5,2.81353
2008.0833333333335,535.9822,460.8174,2.98,2.05,1.97,2.779,3.7375,4.696,0.848258,2.18,0.6000001,2.489976
2008.1666666666667,536.3393,460.5248,2.61,1.54,1.62,2.4835,3.51,4.5365,1.091471,2.46,1.09,1.91392
2008.25,536.5705,459.7413,2.28,1.74,2.05,2.8413636,3.675,4.508636,0.59478,2.24,0.7,1.953101
2008.3333333333335,537.1605,459.2745,1.98,2.06,2.45,3.1533333,3.88,4.606667,0.628826,2.16,0.27,2.041653
2008.4166666666667,538.2029,459.0705,2.0,2.42,2.77,3.4852381,4.0995238,4.713809,0.704856,2.22,0.35,2.151957
2008.5,538.9145,458.6173,2.01,2.28,2.57,3.3031818,4.0077273,4.712273,1.056176,2.42,0.55,2.163048
2008.5833333333335,538.7655,457.0016,2.0,2.18,2.42,3.1419048,3.8857143,4.629524,1.150368,2.59,0.36,2.183863
2008.6666666666667,538.851,452.6987,1.81,1.91,2.08,2.8842857,3.6861905,4.488095,1.494335,2.35,1.0,2.014389
2008.75,537.9874,453.523,0.97,1.42,1.61,2.7263636,3.8140909,4.901818,2.970945,2.39,1.4,1.101337
2008.8333333333335,536.201,452.3573,0.39,1.07,1.21,2.2916667,3.5266667,4.761667,2.001412,2.56,1.26,0.8150758
2008.9166666666667,535.3743,449.4944,0.16,0.49,0.82,1.5218182,2.4163636,3.310909,2.23929,2.91,0.94,0.2141033
2009.0,535.636,447.2188,0.15,0.44,0.81,1.5965,2.5175,3.4385,2.176283,2.54,0.18,0.1949247
2009.0833333333335,536.0461,446.576,0.22,0.62,0.98,1.8715789,2.87,3.868421,2.601959,2.26,0.18,0.2185756
2009.1666666666667,535.905,445.028,0.18,0.64,0.93,1.8159091,2.8195455,3.823182,2.132363,2.18,0.16,0.2109728
2009.25,535.9681,444.1865,0.15,0.55,0.93,1.8580952,2.9271429,3.996191,1.926129,1.88,0.12,0.2281483
2009.3333333333335,536.1283,443.1611,0.18,0.5,0.93,2.134,3.293,4.452,0.983595,1.57,0.05,0.2478328
2009.4166666666667,536.9666,442.7922,0.21,0.51,1.18,2.7059091,3.7218182,4.737727,0.632751,1.7,0.08,0.2732292
2009.5,536.9335,443.6534,0.16,0.48,1.02,2.4627273,3.5622727,4.661818,0.07803,1.66,0.1,0.2978168
2009.5833333333335,537.2692,444.7011,0.16,0.46,1.12,2.5709524,3.5871429,4.603333,-0.228104,1.6,0.07,0.3295024
2009.6666666666667,537.4723,445.3803,0.15,0.4,0.96,2.3690476,3.4019048,4.434762,-0.144004,1.66,0.07,0.3016489
2009.75,537.7507,445.6938,0.12,0.37,0.95,2.3328571,3.387619,4.442381,-0.348584,1.56,0.12,0.3559397
2009.8333333333335,538.0657,446.1755,0.12,0.31,0.8,2.2305263,3.4026316,4.574737,-0.151492,1.48,0.1,0.3575898
2009.9166666666667,538.1578,446.6409,0.12,0.37,0.87,2.3404545,3.59,4.839545,-0.569734,1.34,0.11,0.3946939
2010.0,538.2098,447.6927,0.11,0.35,0.93,2.4842105,3.7331579,4.982105,-0.229574,1.3,0.07,0.4396217
2010.0833333333335,538.1537,448.0764,0.13,0.35,0.86,2.3636842,3.6910526,5.018421,0.036577,1.3,0.04,0.4974932
2010.1666666666667,538.1647,448.8305,0.16,0.4,0.96,2.4330435,3.7273913,5.021739,-0.093996,1.24,0.05,0.4697196
2010.25,538.1191,449.1636,0.2,0.45,1.06,2.5813636,3.8468182,5.112273,-0.227013,1.25,0.07,0.5582252
2010.3333333333335,538.0956,450.7286,0.2,0.37,0.83,2.18,3.42,4.66,-0.177303,1.47,0.12,0.4792186
2010.4166666666667,538.1412,450.9478,0.18,0.32,0.72,1.9963636,3.2040909,4.411818,-0.040396,1.54,0.2,0.3795163
2010.5,538.3072,451.531,0.18,0.29,0.62,1.7628571,3.0114286,4.26,0.16767,1.55,0.11,0.3375217
2010.5833333333335,538.4587,451.7967,0.19,0.26,0.52,1.4654545,2.6986364,3.931818,-0.489363,1.73,0.09,0.2839096
2010.6666666666667,538.5957,452.0515,0.19,0.26,0.48,1.4104762,2.647619,3.884762,-0.085991,1.7,0.09,0.2454063
2010.75,538.9053,451.7087,0.19,0.23,0.38,1.1825,2.54,3.8975,-0.035421,1.69,0.1,0.2360595
2010.8333333333335,539.122,451.9781,0.19,0.25,0.45,1.35,2.763,4.176,-0.155059,1.54,0.09,0.2312046
2010.9166666666667,539.5753,452.9611,0.18,0.29,0.62,1.9345455,3.2909091,4.647273,-0.403172,1.42,0.09,0.2286458
2011.0,539.8466,452.8384,0.17,0.27,0.61,1.9945,3.394,4.7935,0.081907,1.37,0.09,0.2480315
2011.0833333333335,540.2263,452.3687,0.16,0.29,0.77,2.2578947,3.5763158,4.894737,-0.217003,1.37,0.1,0.2827877
2011.1666666666667,540.7647,453.3821,0.14,0.26,0.7,2.1134783,3.4143478,4.715218,-0.250326,1.43,0.13,0.2923779
2011.25,541.1106,452.8035,0.1,0.25,0.73,2.169,3.455,4.741,-0.216373,1.38,0.14,0.3326585
2011.3333333333335,541.4976,453.1659,0.09,0.19,0.56,1.842381,3.1685714,4.494762,-0.084545,1.47,0.12,0.3547948
2011.4166666666667,541.6412,453.3431,0.09,0.18,0.41,1.58,3.0022727,4.424545,0.081981,1.51,0.11,0.3185592
2011.5,541.8737,453.9124,0.07,0.19,0.41,1.541,3.003,4.465,-0.020915,1.55,0.1,0.2887281
2011.5833333333335,542.1362,454.4583,0.1,0.11,0.23,1.0213043,2.3030435,3.584783,-0.250424,1.97,0.14,0.1441168
2011.6666666666667,542.3861,454.5649,0.08,0.1,0.21,0.90047619,1.9752381,3.05,0.289268,2.13,0.13,0.1353397
2011.75,542.3751,455.1214,0.07,0.11,0.28,1.0615,2.152,3.2425,-0.306556,1.92,0.13,0.1316123
2011.8333333333335,542.5166,455.3454,0.08,0.11,0.25,0.908,2.0135,3.119,0.382049,1.98,0.13,0.1318263
2011.9166666666667,542.5554,455.9377,0.07,0.12,0.26,0.89142857,1.9780952,3.064762,0.10295,1.98,0.13,0.122293
2012.0,542.7612,456.6387,0.08,0.12,0.24,0.835,1.9665,3.098,0.030121,1.95,0.11,0.120271
2012.0833333333335,543.0455,457.1274,0.1,0.16,0.28,0.831,1.9675,3.104,-0.121284,1.92,0.08,0.1238258
2012.1666666666667,543.3503,456.5798,0.13,0.19,0.34,1.0172727,2.1727273,3.328182,-0.529989,1.78,0.1,0.1361039
2012.25,543.3508,457.3238,0.14,0.18,0.29,0.8947619,2.0528571,3.210952,-0.367213,1.86,0.12,0.1347271
2012.3333333333335,543.2184,457.5785,0.16,0.19,0.29,0.76181818,1.8031818,2.844545,-0.350847,2.0,0.1,0.147393
2012.4166666666667,543.339,457.6073,0.16,0.19,0.29,0.71142857,1.622381,2.533333,-0.067985,2.06,0.12,0.1516341
