cpi_de,cpi_jp,cpi_uk,cpi_us,ipi_de,ipi_jp,ipi_uk,ipi_us,ltr_de,ltr_jp,ltr_uk,ltr_us,str_de,str_jp,str_uk,str_us,time
93.9249805403,0.35,93.4450126202,90.12,96.7,98.6,113.3,89.3574,4.79,1.42,4.82,5.1,4.75,0.35,5.81,5.49,2001.0833333333333
94.0298614927,0.25,93.6399650011,90.17,95.5,97.0,113.1,89.0659,4.7,1.17,4.7,4.89,4.75,0.25,5.75,5.31,2001.1666666666665
94.3008138736,0.25,93.7179650011,90.33,93.6,96.3,111.2,88.8516,4.86,1.32,4.95,5.14,4.75,0.25,5.54,4.8,2001.25
94.7977186355,0.25,94.3250483345,90.79,94.6,94.1,111.4,88.145,5.06,1.25,5.12,5.39,4.5,0.25,5.32,4.21,2001.3333333333333
94.8717662546,0.25,94.6112626202,90.99,95.0,93.0,112.1,87.5491,5.03,1.15,5.2,5.28,4.5,0.25,5.25,3.97,2001.4166666666665
94.7770043498,0.25,94.2610840488,90.84,92.3,91.5,110.8,87.2407,5.02,1.31,5.2,5.24,4.5,0.25,5.25,3.77,2001.5
94.8405757784,0.25,94.441822144,90.84,94.6,90.5,112.7,86.7274,4.84,1.34,4.99,4.97,4.25,0.25,5.01,3.65,2001.5833333333333
95.0029812406,0.1,94.7134636006,91.2,93.5,88.6,110.6,86.5454,4.83,1.35,4.99,4.73,3.75,0.1,4.89,3.07,2001.6666666666665
94.9510204563,0.1,94.6869317378,90.94,91.7,88.5,110.1,85.9791,4.62,1.36,4.83,4.57,3.75,0.1,4.53,2.49,2001.75
94.9075155543,0.1,94.5503998751,90.89,90.8,87.0,109.1,85.7178,4.48,1.33,4.63,4.65,3.25,0.1,4.11,2.09,2001.8333333333333
95.1312900641,0.1,94.7388312476,90.84,91.4,87.8,109.1,85.9637,4.79,1.33,4.89,5.09,3.25,0.1,4.0,1.82,2001.9166666666665
95.3642662546,0.1,94.886774525,90.99,91.7,87.3,108.8,86.3836,4.86,1.42,4.92,5.04,3.25,0.1,4.0,1.73,2002.0
95.6249805403,0.1,94.8450126202,91.15,92.0,88.5,109.8,86.3434,4.93,1.5,4.93,4.91,3.25,0.1,4.0,1.74,2002.0833333333333
95.8298614927,0.1,95.1399650011,91.4,92.5,89.4,109.9,86.9839,5.19,1.42,5.22,5.28,3.25,0.1,4.0,1.73,2002.1666666666665
95.9008138736,0.1,95.0179650011,91.81,92.4,89.0,109.9,87.0896,5.16,1.39,5.23,5.21,3.25,0.1,4.0,1.75,2002.25
95.7977186355,0.1,95.1250483345,91.91,91.4,92.7,110.2,87.7081,5.17,1.37,5.27,5.16,3.25,0.1,4.0,1.75,2002.3333333333333
95.7717662546,0.1,95.2112626202,91.97,93.8,91.7,104.0,88.6859,5.02,1.33,5.1,4.93,3.25,0.1,4.0,1.75,2002.4166666666665
95.9770043498,0.1,95.2610840488,92.17,92.2,92.3,108.7,88.2678,4.86,1.3,5.0,4.65,3.25,0.1,4.0,1.73,2002.5
95.9405757784,0.1,95.441822144,92.43,94.3,92.6,109.7,88.5929,4.59,1.26,4.75,4.26,3.25,0.1,4.0,1.74,2002.5833333333333
96.0029812406,0.1,95.6134636006,92.58,93.4,93.4,108.9,88.6675,4.38,1.13,4.5,3.87,3.25,0.1,4.0,1.75,2002.6666666666665
96.0510204563,0.1,95.8869317378,92.78,92.1,93.4,107.9,88.2766,4.48,1.1,4.62,3.94,3.25,0.1,4.0,1.75,2002.75
95.9075155543,0.1,95.9503998751,92.94,94.1,93.0,107.7,88.6886,4.49,0.98,4.64,4.05,3.25,0.1,4.0,1.34,2002.8333333333333
96.1312900641,0.1,96.3388312476,93.09,92.4,92.9,107.1,88.2109,4.33,0.98,4.56,4.03,2.75,0.1,4.0,1.24,2002.9166666666665
96.5642662546,0.1,96.186774525,93.5,93.2,93.4,107.2,88.7419,4.17,0.84,4.39,4.05,2.75,0.1,4.0,1.24,2003.0
96.7249805403,0.1,96.3450126202,94.01,93.2,93.0,107.5,88.9533,3.96,0.83,4.21,3.9,2.75,0.1,3.79,1.26,2003.0833333333333
97.0298614927,0.1,96.5399650011,94.17,93.3,93.6,107.6,89.136,4.03,0.72,4.32,3.81,2.5,0.1,3.75,1.25,2003.1666666666665
96.6008138736,0.1,96.4179650011,93.81,92.6,92.3,107.9,88.2788,4.15,0.66,4.47,3.96,2.5,0.1,3.75,1.26,2003.25
96.4977186355,0.1,96.3250483345,93.65,91.9,93.7,107.3,88.3261,3.84,0.58,4.22,3.57,2.5,0.1,3.75,1.26,2003.3333333333333
96.7717662546,0.1,96.2112626202,93.76,91.4,93.0,108.1,88.6995,3.65,0.53,4.11,3.33,2.0,0.1,3.75,1.22,2003.4166666666665
96.7770043498,0.1,96.5610840488,94.06,93.7,93.5,108.8,88.7363,3.95,0.96,4.41,3.98,2.0,0.1,3.58,1.01,2003.5
96.9405757784,0.1,96.741822144,94.47,91.4,92.3,108.3,88.4325,4.15,1.41,4.6,4.45,2.0,0.1,3.5,1.03,2003.5833333333333
97.0029812406,0.1,97.0134636006,94.78,91.3,95.1,108.6,89.0834,4.19,1.42,4.71,4.27,2.0,0.1,3.5,1.01,2003.6666666666665
97.2510204563,0.1,97.1869317378,94.68,93.7,96.7,109.0,89.018,4.25,1.44,4.91,4.29,2.0,0.1,3.5,1.01,2003.75
97.1075155543,0.1,97.2503998751,94.73,94.8,96.5,109.1,89.9053,4.38,1.33,5.07,4.3,2.0,0.1,3.71,1.0,2003.8333333333333
97.1312900641,0.1,97.5388312476,94.99,95.0,96.4,110.4,89.7407,4.29,1.33,4.9,4.27,2.0,0.1,3.75,0.98,2003.9166666666665
97.7642662546,0.1,97.486774525,95.4,94.4,97.9,110.1,89.7785,4.18,1.33,4.79,4.15,2.0,0.1,3.75,1.0,2004.0
97.7249805403,0.1,97.5450126202,95.6,95.1,97.7,109.6,90.437,4.12,1.21,4.81,4.08,2.0,0.1,3.96,1.01,2004.0833333333333
97.9298614927,0.1,97.6399650011,95.81,94.6,97.1,111.6,90.204,3.93,1.42,4.71,3.83,2.0,0.1,4.0,1.0,2004.1666666666665
98.3008138736,0.1,97.5179650011,95.96,95.8,98.9,110.6,90.6017,4.12,1.52,4.96,4.35,2.0,0.1,4.0,1.0,2004.25
98.4977186355,0.1,97.7250483345,96.37,96.8,98.9,111.5,91.2495,4.28,1.51,5.11,4.72,2.0,0.1,4.22,1.0,2004.3333333333333
98.4717662546,0.1,97.8112626202,96.73,96.3,99.1,111.3,90.4969,4.33,1.81,5.2,4.73,2.0,0.1,4.42,1.03,2004.4166666666665
98.5770043498,0.1,97.8610840488,96.83,97.4,100.4,109.2,91.2588,4.25,1.81,5.11,4.5,2.0,0.1,4.5,1.26,2004.5
98.8405757784,0.1,98.041822144,96.88,96.6,99.3,109.2,91.8624,4.09,1.59,5.01,4.28,2.0,0.1,4.71,1.43,2004.5833333333333
98.9029812406,0.1,98.1134636006,97.19,96.3,99.5,110.5,91.7578,4.04,1.39,4.91,4.13,2.0,0.1,4.75,1.61,2004.6666666666665
99.0510204563,0.1,98.3869317378,97.7,97.3,98.0,110.5,92.7272,3.91,1.48,4.77,4.1,2.0,0.1,4.75,1.76,2004.75
98.9075155543,0.1,98.6503998751,98.16,95.5,98.9,111.6,92.6625,3.8,1.45,4.69,4.19,2.0,0.1,4.75,1.93,2004.8333333333333
99.2312900641,0.1,99.1388312476,98.16,95.4,97.6,111.7,93.2685,3.64,1.4,4.53,4.23,2.0,0.1,4.75,2.16,2004.9166666666665
99.1642662546,0.1,99.086774525,98.11,98.2,99.8,110.7,94.0024,3.58,1.31,4.54,4.22,2.0,0.1,4.75,2.28,2005.0
99.2249805403,0.1,99.1450126202,98.52,96.6,99.7,111.5,94.759,3.57,1.42,4.59,4.17,2.0,0.1,4.75,2.5,2005.0833333333333
99.6298614927,0.1,99.5399650011,98.88,97.9,99.9,108.7,94.3265,3.71,1.33,4.8,4.5,2.0,0.1,4.75,2.63,2005.1666666666665
99.6008138736,0.1,99.4179650011,99.18,98.6,100.5,110.9,94.5461,3.5,1.26,4.62,4.34,2.0,0.1,4.75,2.79,2005.25
99.5977186355,0.1,99.6250483345,99.13,97.6,99.8,111.1,94.9202,3.32,1.24,4.42,4.14,2.0,0.1,4.75,3.0,2005.3333333333333
99.7717662546,0.1,99.7112626202,99.18,99.6,100.1,111.1,95.0524,3.19,1.14,4.28,4.0,2.0,0.1,4.75,3.04,2005.4166666666665
99.9770043498,0.1,100.1610840488,99.8,101.0,99.3,110.9,94.9336,3.23,1.3,4.3,4.18,2.0,0.1,4.75,3.26,2005.5
100.2405757784,0.1,100.341822144,100.41,98.3,99.4,110.6,95.1843,3.25,1.37,4.32,4.26,2.0,0.1,4.53,3.5,2005.5833333333333
100.6029812406,0.1,100.5134636006,101.8,101.0,100.3,109.5,94.1729,3.09,1.45,4.21,4.2,2.0,0.1,4.5,3.62,2005.6666666666665
100.7510204563,0.1,100.6869317378,101.95,102.9,99.8,109.5,95.5801,3.26,1.51,4.35,4.46,2.0,0.1,4.5,3.78,2005.75
100.6075155543,0.1,100.7503998751,101.44,101.8,101.4,110.5,96.2667,3.46,1.45,4.31,4.54,2.0,0.1,4.5,4.0,2005.8333333333333
100.7312900641,0.1,101.0388312476,101.44,101.6,101.7,111.3,96.3502,3.37,1.49,4.22,4.47,2.25,0.1,4.5,4.16,2005.9166666666665
100.9642662546,0.1,100.986774525,102.05,102.0,102.0,110.9,97.1741,3.34,1.55,4.08,4.42,2.25,0.1,4.5,4.29,2006.0
101.1249805403,0.1,101.2450126202,102.1,102.6,101.9,111.1,97.0522,3.48,1.6,4.15,4.57,2.25,0.1,4.5,4.49,2006.0833333333333
101.0298614927,0.1,101.3399650011,102.26,101.7,102.5,111.5,96.9116,3.66,1.76,4.32,4.72,2.5,0.1,4.5,4.59,2006.1666666666665
101.4008138736,0.1,101.4179650011,102.77,104.1,104.6,111.8,97.5053,3.92,1.96,4.52,4.99,2.5,0.1,4.5,4.79,2006.25
101.4977186355,0.1,101.8250483345,103.08,105.7,102.9,112.2,97.0632,3.97,1.85,4.65,5.11,2.5,0.1,4.5,4.94,2006.3333333333333
101.5717662546,0.1,102.2112626202,103.33,105.0,104.3,112.8,97.3553,3.99,1.9,4.66,5.11,2.75,0.1,4.5,4.99,2006.4166666666665
101.6770043498,0.4,102.5610840488,103.9,106.8,104.7,112.5,97.236,4.02,1.93,4.66,5.09,2.75,0.4,4.5,5.24,2006.5
101.7405757784,0.4,102.841822144,104.36,107.6,105.1,113.0,97.5864,3.88,1.67,4.65,4.88,3.0,0.4,4.73,5.25,2006.5833333333333
101.6029812406,0.4,102.9134636006,103.84,107.5,105.1,113.0,97.6435,3.76,1.63,4.55,4.72,3.0,0.4,4.75,5.25,2006.6666666666665
101.8510204563,0.4,103.1869317378,103.38,107.2,105.9,113.7,97.2456,3.79,1.72,4.62,4.73,3.25,0.4,4.75,5.25,2006.75
102.0075155543,0.4,103.4503998751,103.44,109.2,106.3,113.8,97.2707,3.72,1.69,4.55,4.6,3.25,0.4,4.93,5.25,2006.8333333333333
102.2312900641,0.4,104.0388312476,104.0,110.2,106.6,114.1,98.7786,3.8,1.65,4.62,4.56,3.5,0.4,5.0,5.24,2006.9166666666665
102.7642662546,0.4,103.686774525,104.17,110.4,105.4,114.1,98.3225,4.02,1.71,4.87,4.76,3.5,0.4,5.17,5.25,2007.0
102.9249805403,0.75,104.0450126202,104.57,110.9,106.0,112.7,98.8771,4.05,1.64,4.9,4.72,3.5,0.75,5.25,5.26,2007.0833333333333
103.0298614927,0.75,104.4399650011,105.12,111.2,105.9,113.1,99.5025,3.95,1.63,4.82,4.56,3.75,0.75,5.25,5.26,2007.1666666666665
103.4008138736,0.75,104.2179650011,105.43,110.3,105.6,113.0,100.2493,4.15,1.65,5.04,4.69,3.75,0.75,5.25,5.25,2007.25
103.4977186355,0.75,104.4250483345,105.87,112.3,106.9,114.0,100.0317,4.28,1.73,5.15,4.75,3.75,0.75,5.43,5.25,2007.3333333333333
103.5717662546,0.75,104.7112626202,106.12,112.2,106.9,113.7,100.3064,4.58,1.9,5.43,5.1,4.0,0.75,5.5,5.25,2007.4166666666665
103.8770043498,0.75,104.4610840488,106.3,113.2,107.0,113.4,100.531,4.51,1.81,5.41,5.0,4.0,0.75,5.72,5.26,2007.5
103.8405757784,0.75,104.641822144,106.34,113.4,109.7,113.9,100.0717,4.3,1.58,5.15,4.67,4.0,0.75,5.75,5.02,2007.5833333333333
104.3029812406,0.75,104.7134636006,106.79,114.4,108.0,113.2,100.6083,4.24,1.7,4.99,4.52,4.0,0.75,5.75,4.94,2007.6666666666665
104.6510204563,0.75,105.2869317378,107.12,114.6,110.0,113.3,100.1472,4.29,1.62,4.96,4.53,4.0,0.75,5.75,4.76,2007.75
105.4075155543,0.75,105.6503998751,107.96,114.3,108.4,114.1,100.5453,4.1,1.5,4.73,4.15,4.0,0.75,5.75,4.49,2007.8333333333333
105.4312900641,0.75,106.2388312476,108.27,115.5,109.2,114.0,100.8071,4.27,1.53,4.69,4.1,4.0,0.75,5.54,4.24,2007.9166666666665
105.7642662546,0.75,105.986774525,108.66,117.0,109.4,114.9,100.3714,4.04,1.43,4.49,3.74,4.0,0.75,5.5,3.94,2008.0
105.8249805403,0.75,106.6450126202,108.87,116.8,110.1,114.8,99.9459,3.96,1.43,4.62,3.74,4.0,0.75,5.3,2.98,2008.0833333333333
106.1298614927,0.75,106.9399650011,109.29,116.1,108.8,113.2,99.5409,3.8,1.25,4.44,3.51,4.0,0.75,5.25,2.61,2008.1666666666665
106.1008138736,0.75,107.3179650011,109.56,116.5,108.1,113.0,98.418,4.05,1.6,4.64,3.68,4.0,0.75,5.08,2.28,2008.25
106.5977186355,0.75,107.9250483345,110.2,114.1,109.3,112.7,97.8588,4.2,1.78,4.87,3.88,4.0,0.75,5.0,1.98,2008.3333333333333
106.9717662546,0.75,108.7112626202,111.36,115.4,107.2,111.7,97.264,4.53,1.6,5.21,4.1,4.0,0.75,5.0,2.0,2008.4166666666665
107.2770043498,0.75,109.0610840488,112.19,113.7,106.8,111.5,96.1837,4.5,1.54,5.05,4.01,4.25,0.75,5.0,2.01,2008.5
107.0405757784,0.75,109.641822144,112.01,115.8,103.5,111.6,94.851,4.21,1.43,4.73,3.89,4.25,0.75,5.0,2.0,2008.5833333333333
107.3029812406,0.75,110.2134636006,112.07,113.0,103.6,110.0,91.6461,4.1,1.48,4.57,3.69,4.25,0.75,5.0,1.81,2008.6666666666665
107.1510204563,0.5,109.9869317378,111.1,110.7,100.1,108.3,91.0289,3.89,1.49,4.58,3.81,3.75,0.5,4.61,0.97,2008.75
106.8075155543,0.5,109.9503998751,109.11,106.0,93.1,104.7,88.9353,3.54,1.38,4.26,3.53,3.25,0.5,3.23,0.39,2008.8333333333333
106.6312900641,0.3,109.5388312476,108.25,101.9,85.3,102.6,86.039,3.04,1.21,3.62,2.42,2.5,0.3,2.14,0.16,2008.9166666666665
106.7642662546,0.3,109.186774525,108.54,93.4,78.0,100.1,83.5625,3.08,1.27,3.67,2.52,2.0,0.3,1.6,0.15,2009.0
106.9249805403,0.3,109.9450126202,108.98,90.5,71.3,99.6,83.532,3.15,1.28,3.69,2.87,2.0,0.3,1.08,0.22,2009.0833333333333
106.6298614927,0.3,110.0399650011,108.84,91.0,72.9,99.6,81.8189,3.06,1.32,3.25,2.82,1.5,0.3,0.57,0.18,2009.1666666666665
106.6008138736,0.3,109.8179650011,108.92,88.6,76.2,100.7,81.1824,3.18,1.4,3.41,2.93,1.25,0.3,0.5,0.15,2009.25
106.6977186355,0.3,110.3250483345,109.06,92.6,79.8,99.7,80.2185,3.39,1.48,3.62,3.29,1.0,0.3,0.5,0.18,2009.3333333333333
107.0717662546,0.3,110.7112626202,109.96,93.6,81.0,99.6,79.9594,3.54,1.36,3.72,3.72,1.0,0.3,0.5,0.21,2009.4166666666665
106.7770043498,0.3,110.9610840488,109.95,92.7,81.9,99.4,80.9423,3.36,1.39,3.82,3.56,1.0,0.3,0.5,0.16,2009.5
107.1405757784,0.3,111.341822144,110.34,93.9,83.0,99.1,81.7902,3.33,1.31,3.71,3.59,1.0,0.3,0.5,0.16,2009.5833333333333
107.0029812406,0.3,111.4134636006,110.54,97.9,84.6,100.2,82.3807,3.29,1.26,3.66,3.4,1.0,0.3,0.5,0.15,2009.6666666666665
107.1510204563,0.3,111.6869317378,110.85,95.8,85.9,100.3,82.3247,3.23,1.4,3.57,3.39,1.0,0.3,0.5,0.12,2009.75
107.3075155543,0.3,112.0503998751,111.17,96.9,88.1,101.0,83.1001,3.24,1.25,3.76,3.4,1.0,0.3,0.5,0.12,2009.8333333333333
107.5312900641,0.3,112.6388312476,111.28,96.8,90.4,100.7,83.1783,3.22,1.27,3.89,3.59,1.0,0.3,0.5,0.12,2009.9166666666665
107.5642662546,0.3,112.886774525,111.36,97.5,93.5,100.2,83.9308,3.29,1.31,4.03,3.73,1.0,0.3,0.5,0.11,2010.0
107.4249805403,0.3,113.2450126202,111.32,97.1,95.1,101.1,84.0372,3.19,1.3,4.07,3.69,1.0,0.3,0.5,0.13,2010.0833333333333
107.8298614927,0.3,113.7399650011,111.34,100.4,95.2,103.0,84.9491,3.12,1.36,4.08,3.73,1.0,0.3,0.5,0.16,2010.1666666666665
108.0008138736,0.3,113.9179650011,111.31,101.7,95.8,103.0,85.7981,3.08,1.29,4.09,3.85,1.0,0.3,0.5,0.2,2010.25
107.9977186355,0.3,114.0250483345,111.21,104.9,95.7,103.4,86.9934,2.75,1.26,3.77,3.42,1.0,0.3,0.5,0.2,2010.3333333333333
108.0717662546,0.3,114.3112626202,111.22,105.0,94.3,103.7,86.9537,2.63,1.08,3.57,3.2,1.0,0.3,0.5,0.18,2010.4166666666665
108.0770043498,0.3,114.3610840488,111.45,104.5,94.6,104.5,87.6104,2.65,1.08,3.48,3.01,1.0,0.3,0.5,0.18,2010.5
108.2405757784,0.3,114.841822144,111.66,106.3,94.5,105.3,87.638,2.36,1.02,3.2,2.7,1.0,0.3,0.5,0.19,2010.5833333333333
108.4029812406,0.3,114.8134636006,111.81,107.1,93.7,105.3,87.8026,2.33,0.9,3.11,2.65,1.0,0.3,0.5,0.19,2010.6666666666665
108.5510204563,0.3,115.1869317378,112.15,109.1,92.5,105.6,87.8501,2.37,0.9,3.06,2.54,1.0,0.3,0.5,0.19,2010.75
108.9075155543,0.3,115.6503998751,112.37,109.0,93.9,105.9,88.0236,2.55,1.16,3.3,2.76,1.0,0.3,0.5,0.19,2010.8333333333333
109.4312900641,0.3,116.8388312476,112.86,111.1,96.3,105.0,88.8736,2.9,1.13,3.59,3.29,1.0,0.3,0.5,0.18,2010.9166666666665
109.6642662546,0.3,117.386774525,113.18,110.4,97.4,105.9,89.2231,3.04,1.21,3.71,3.39,1.0,0.3,0.5,0.17,2011.0
109.8249805403,0.3,118.1450126202,113.68,112.0,98.5,106.2,89.4369,3.22,1.24,3.87,3.58,1.0,0.3,0.5,0.16,2011.0833333333333
110.1298614927,0.3,118.3399650011,114.29,112.8,82.5,106.6,89.9955,3.24,1.21,3.72,3.41,1.0,0.3,0.5,0.14,2011.1666666666665
110.4008138736,0.3,119.0179650011,114.72,113.2,84.4,105.7,89.4504,3.35,1.22,3.75,3.46,1.25,0.3,0.5,0.1,2011.25
110.3977186355,0.3,119.1250483345,115.02,114.8,89.4,107.0,89.659,3.08,1.12,3.49,3.17,1.25,0.3,0.5,0.09,2011.3333333333333
110.4717662546,0.3,119.1112626202,115.13,113.5,92.7,106.8,89.6973,2.98,1.08,3.39,3.0,1.25,0.3,0.5,0.09,2011.4166666666665
110.6770043498,0.3,119.4610840488,115.48,117.1,93.8,106.5,90.427,2.79,1.08,3.29,3.0,1.5,0.3,0.5,0.07,2011.5
110.8405757784,0.3,120.041822144,115.86,116.7,94.6,105.9,90.6721,2.25,1.02,2.76,2.3,1.5,0.3,0.5,0.1,2011.5833333333333
111.2029812406,0.3,120.8134636006,116.17,114.0,92.8,105.9,91.0727,1.87,0.98,2.48,1.98,1.5,0.3,0.5,0.08,2011.6666666666665
111.2510204563,0.3,120.9869317378,116.14,114.6,94.5,104.8,91.549,2.04,1.04,2.53,2.15,1.5,0.3,0.5,0.07,2011.75
111.6075155543,0.3,121.2503998751,116.24,114.3,93.0,104.5,91.5071,1.93,1.06,2.29,2.01,1.25,0.3,0.5,0.08,2011.8333333333333
111.6312900641,0.3,121.7388312476,116.25,112.7,95.1,105.7,92.8613,1.98,0.97,2.17,1.98,1.0,0.3,0.5,0.07,2011.9166666666665
111.9642662546,0.3,121.586774525,116.49,113.0,95.9,105.5,93.827,1.86,0.96,2.1,1.97,1.0,0.3,0.5,0.08,2012.0
112.4249805403,0.3,122.1450126202,116.97,113.3,94.5,104.2,94.6366,1.9,0.96,2.21,1.97,1.0,0.3,0.5,0.1,2012.0833333333333
112.5298614927,0.3,122.4399650011,117.31,114.5,95.6,105.3,93.9846,1.88,0.97,2.3,2.17,1.0,0.3,0.5,0.13,2012.1666666666665
112.6008138736,0.3,122.6179650011,117.35,112.1,95.4,104.2,94.6317,1.67,0.91,2.18,2.05,1.0,0.3,0.5,0.14,2012.25
112.4977186355,0.3,122.4250483345,117.02,114.5,92.2,105.7,94.0898,1.39,0.85,1.93,1.8,1.0,0.3,0.5,0.16,2012.3333333333333
112.4717662546,0.3,122.0112626202,117.06,113.5,92.6,102.6,94.424,1.43,0.79,1.77,1.62,1.0,0.3,0.5,0.16,2012.4166666666665
112.5770043498,0.3,122.5610840488,117.12,115.2,91.7,105.8,94.7104,1.31,0.78,1.64,1.53,0.75,0.3,0.5,0.16,2012.5
113.0405757784,0.3,123.041822144,117.82,114.7,90.2,104.6,93.8139,1.42,0.8,1.67,1.68,0.75,0.3,0.5,0.13,2012.5833333333333
